3.2591760398481194e-64, 1.5472693119297337e-64
-4.0251927303482954e-64, -1.38626505692683e-63
1.810878617522335e-63, -4.654212639267788e-64
6.96402448150695e-64, 1.0676989082420712e-63
-1.1013805677702063e-63, 2.6284000251872627e-64
-1.2927496715906632e-63, 1.789050105158372e-65
1.6797852273809557e-62, 5.950433202296305e-64
-6.281229196615398e-64, -8.618828947186454e-65
1.1576718437804184e-63, -1.2915381806457378e-63
2.2851304113678856e-63, 4.097429004587241e-64
4.040820454132417e-64, -1.2607044576016175e-62
-2.9108746278782126e-63, 4.763041558464256e-64
-1.1074065504946785e-63, 3.1600751518033935e-64
4.673168578717519e-64, 2.6673087747911867e-64
-3.6121934333864886e-64, 5.969128272280929e-64
1.901284696413566e-64, 1.4634379529935113e-64
3.648366078487308e-64, -5.651143142278641e-64
3.849705829807277e-64, 3.655320549090274e-64
-1.1606618611205509e-63, 7.04306564297648e-64
3.9824795344815297e-63, 9.98411288664494e-64
-3.1511606661565625e-63, 3.39165764166211e-63
1.3738183539912958e-64, 3.447174029279882e-64
-1.353063335772367e-63, 1.2736150670250181e-64
-5.556920675880052e-64, 1.547851384371897e-64
-7.805670439525655e-62, 2.9337236770721626e-63
-1.796439158278341e-63, 5.911537014767678e-64
-5.875885031364501e-64, 1.2045313514482089e-63
3.174232905052765e-63, 3.2030141659036098e-65
6.685023466477124e-63, -1.6437482496990264e-63
3.874961040812365e-64, 4.032901703764176e-64
2.3894000458494515e-63, 2.7148844349105578e-64
-9.83859102443721e-65, 1.134998697573187e-64
1.5646093909766377e-63, 3.6604947186094684e-65
-6.766720423889764e-64, 3.1227257503375954e-64
-9.896135896651082e-64, -7.554527653146536e-66
-9.38777619069503e-64, 2.3629485460022174e-64
1.0685036792294601e-63, -2.0316410935879564e-64
2.3728525112124324e-64, -2.7987895518570112e-62
-5.224345551947649e-63, 6.381256308903297e-65
-2.2426258317931685e-63, 4.8011839260412124e-64
1.6106822104631512e-63, -1.384459669890495e-63
-7.128672527482956e-64, 2.766600873308284e-62
7.914956562052294e-65, 5.655734705788832e-65
1.7345733168984576e-63, -1.6470886922452456e-63
2.9801401814342923e-64, 9.490000085397129e-63
1.305722026798219e-63, -2.4637574767278165e-64
2.638767208722509e-63, 4.791326674832018e-64
1.348455174215284e-63, 1.3482692617067466e-62
-1.1612023109788108e-64, 4.771421454959448e-64
-1.720890745177086e-63, 6.445324079290001e-64
6.861325288263266e-64, 1.6526273257854226e-63
-9.036542606085308e-64, -2.128179519926817e-62
1.533004533853762e-64, 5.697653577791913e-64
1.1462287946478466e-63, -4.361888933924226e-64
-1.6020346351892795e-63, 5.7091186757636886e-64
-2.7915891805989914e-63, 2.3804111423340796e-63
1.9403199962173577e-62, 1.9067653367699796e-64
6.310023158718983e-64, -1.479787257258681e-64
4.446478474069044e-66, 9.416228548802226e-64
-5.162624889762168e-64, 7.893535759656423e-64
-3.502834267330962e-64, -2.3874846532087344e-61
-1.0593428959375917e-63, 3.945731391384867e-64
1.2627329992092012e-62, 4.5079754614023866e-64
5.334584597862049e-64, 5.120075413014359e-64
2.5630631782498246e-65, 1.3059034340775457e-64
-1.705937349055369e-63, 3.2767278093727196e-64
-8.742821086994122e-64, 2.027275419718679e-64
1.1859672270827476e-63, 1.804370379494425e-64
2.471380019540204e-64, 3.177810561877949e-64
1.501394733906353e-64, 9.001654002796673e-64
-1.3226607961749357e-63, 7.84613674401469e-64
-2.916600850061152e-63, 1.215911532117935e-63
2.6016077533406906e-64, -2.8253323531910015e-63
1.2904911286854366e-63, 2.9078386103690217e-65
1.1219297973201504e-63, 1.704367858068705e-64
-6.880039370866124e-63, 4.7880537383053327e-64
-1.8681234418063177e-63, 2.6806303746233637e-64
-1.4422300913419658e-63, 7.59919569466295e-65
-4.883718775870127e-63, -3.4755819013709454e-62
3.61646358917212e-63, 2.6310439309903128e-64
1.7567378372410506e-64, 1.6539140469369082e-61
-3.621187545759216e-64, 2.8090497863872984e-62
2.2961321269297924e-63, -6.213319685471317e-63
-1.2437983866361663e-63, 4.7184127349544156e-64
7.124024231770122e-64, -2.0610991239413222e-64
8.083493815307752e-64, 2.6268916020814223e-63
8.733440261634043e-64, 1.6622164592769504e-62
1.4627934955665595e-63, 7.752883658485675e-65
3.2740622839774977e-63, 2.432604818848669e-63
2.800860035294308e-63, -4.266510866369481e-63
-1.4160539151822723e-63, 3.7820693062169624e-63
1.6476981601604872e-64, 2.150676820044991e-64
2.6764158565131427e-63, 3.232333651318195e-63
4.857167764964759e-63, 1.4004024834712275e-63
8.602822040956951e-64, -1.0884072565533834e-64
7.432339051055652e-63, 3.23152506621208e-65
1.0848647939550828e-64, -8.349464979319705e-64
4.1405751497708596e-64, 1.1324727365090534e-63
4.66104516963754e-64, 2.7888774831089155e-64
-3.856571836041213e-64, 7.014992007802049e-62
